name,url,description,size,stars,watchers,language,forks,commits,authors,lines_of_code,lines_of_comments,lines_blank
mapillary_OpenSfM,https://github.com/mapillary/OpenSfM,Open source Structure from Motion pipeline,25780,1303,1303,JavaScript,413,2253,87,-1,-1,-1
yangxinbin_bc,https://github.com/yangxinbin/bc,规范,164730,0,0,Java,0,523,3,-1,-1,-1
CodeForPhilly_laddr,https://github.com/CodeForPhilly/laddr,,16759,59,59,JavaScript,32,550,27,-1,-1,-1
santosurviver_Tony2,https://github.com/santosurviver/Tony2,,433,0,0,Python,0,521,15,-1,-1,-1
gityourself_marbles-20190314093114135,https://github.com/gityourself/marbles-20190314093114135,Created for toolchain: https://console.bluemix.net/devops/toolchains/49a111b3-eb1a-4d52-bede-55697a942179?env_id=ibm%3Ayp%3Aeu-de,44020,0,0,JavaScript,0,1187,44,-1,-1,-1
beothorn_revealjsforpresentations,https://github.com/beothorn/revealjsforpresentations,revealjsforpresentations,8472,0,0,JavaScript,0,2213,273,-1,-1,-1
k80bowman_js101-build-an-app,https://github.com/k80bowman/js101-build-an-app,,24120,0,0,JavaScript,1,2207,271,-1,-1,-1
Talend_tdi-studio-se,https://github.com/Talend/tdi-studio-se,,727930,69,69,Java,102,40995,389,-1,-1,-1
BeastyBlacksmith_julia-lesson5,https://github.com/BeastyBlacksmith/julia-lesson5,,2213,0,0,Python,0,567,58,-1,-1,-1
moonwalker_jetpack,https://github.com/moonwalker/jetpack,Webpack for Moonwalkers,3301,0,0,JavaScript,0,854,14,-1,-1,-1
Canillitapp_headlines-react,https://github.com/Canillitapp/headlines-react,,22318,5,5,JavaScript,3,891,6,-1,-1,-1
OCA_maintainer-quality-tools,https://github.com/OCA/maintainer-quality-tools,QA tools for Odoo maintainers,679,53,53,Python,200,1830,91,-1,-1,-1
reactjs_zh-hans.reactjs.org,https://github.com/reactjs/zh-hans.reactjs.org,(Work in progress) React documentation website in Simplified Chinese,90492,251,251,JavaScript,252,7726,1406,-1,-1,-1
RakhithJK_rocketmap-orig,https://github.com/RakhithJK/rocketmap-orig,,44290,0,0,Python,0,1668,386,-1,-1,-1
Zenhons101_marbles-20181019084800629,https://github.com/Zenhons101/marbles-20181019084800629,Created for toolchain: https://console.bluemix.net/devops/toolchains/81596fb1-9ef9-4119-926a-6edc8c23ccf7?env_id=ibm%3Ayp%3Aeu-gb,44006,0,0,JavaScript,0,1184,41,-1,-1,-1
olehandriiev_nsthsis,https://github.com/olehandriiev/nsthsis,,35866,0,0,JavaScript,0,601,3,-1,-1,-1
kingsdigitallab_tvof-django,https://github.com/kingsdigitallab/tvof-django,New repository for TVOF using upgraded framewrok,7977,0,0,Python,0,584,13,-1,-1,-1
bikalabs_als.bika.lims,https://github.com/bikalabs/als.bika.lims,bika.lims for als naledi,63201,1,1,Python,3,7261,62,-1,-1,-1
Diacamma2_financial,https://github.com/Diacamma2/financial,Diacamma Financial modules for Lucterios framework,5567,0,0,Python,2,518,5,-1,-1,-1
ebi-webcomponents_nightingale,https://github.com/ebi-webcomponents/nightingale,Data visualisation web components for the life sciences.,23695,2,2,JavaScript,3,1044,24,-1,-1,-1
jmjuanes_openid,https://github.com/jmjuanes/openid,OpenID service,618,1,1,JavaScript,0,740,5,-1,-1,-1
dcmcand_nhla2019-demo,https://github.com/dcmcand/nhla2019-demo,Demonstration of Reveal.JS for the New Hampshire Library Associations Spring 2019 Conference,8224,0,0,JavaScript,0,2351,291,-1,-1,-1
OSGP_Platform,https://github.com/OSGP/Platform,The main components of OSGP.,32387,37,37,Java,14,3850,66,-1,-1,-1
jrief_djangocms-cascade,https://github.com/jrief/djangocms-cascade,Build Single Page Applications using the Django-CMS plugin system,5948,128,128,Python,69,2542,62,-1,-1,-1
hannesa2_BitcoinCash-Wallet,https://github.com/hannesa2/BitcoinCash-Wallet,fork from https://github.com/bitcoincash-wallet/bitcoincash-wallet,30614,1,1,Java,0,2976,34,-1,-1,-1
YakovSirotkin_spbuik,https://github.com/YakovSirotkin/spbuik,Данные по составу УИК на 5 лет начиная с 2013 года в Петербурге,22062,10,10,Java,3,864,6,-1,-1,-1
ericgio_react-bootstrap-typeahead,https://github.com/ericgio/react-bootstrap-typeahead,React typeahead with Bootstrap styling,5541,493,493,JavaScript,249,1357,97,-1,-1,-1
wllacer_dana-cube,https://github.com/wllacer/dana-cube,Simple analitical tool for SQL databases,53636,1,1,Python,1,719,6,-1,-1,-1
briangadd12_GIT,https://github.com/briangadd12/GIT,,10131,0,0,Python,0,8099,280,-1,-1,-1
bdxdh_java-1,https://github.com/bdxdh/java-1,,760,0,0,Java,0,670,156,-1,-1,-1
scvae_scvae,https://github.com/scvae/scvae,Deep learning for single-cell transcript counts,1838,27,27,Python,12,966,3,-1,-1,-1
mrijk_speculaas,https://github.com/mrijk/speculaas,NodeJS implementation of clojure.spec,1722,10,10,JavaScript,1,551,5,-1,-1,-1
mixtapemadness_mm-web-front-end,https://github.com/mixtapemadness/mm-web-front-end,Front-End React.js application for mixtapemadness.com website.,8509,0,0,JavaScript,0,691,11,-1,-1,-1
GNOME_orca,https://github.com/GNOME/orca,Screen reader for individuals who are blind or visually impaired,67102,47,47,Python,24,11014,461,-1,-1,-1
theislab_batchglm,https://github.com/theislab/batchglm,Fit over-determined GLMs.,1774,1,1,Python,1,752,7,-1,-1,-1
hc-sc_edb,https://github.com/hc-sc/edb,Electronic Dossier Builder for GHSTS Pesticide Dossiers,496026,0,0,JavaScript,0,1582,18,-1,-1,-1
mukerjee_etalon,https://github.com/mukerjee/etalon,Etalon - a Reconfigurable Datacenter Network (RDCN) emulator,109280,1,1,Python,1,0,0,-1,-1,-1
xuhuimin2017_storygenerative,https://github.com/xuhuimin2017/storygenerative,,2994,0,0,Python,0,812,40,-1,-1,-1
fabric8io_kubernetes-client,https://github.com/fabric8io/kubernetes-client,Java client for Kubernetes & OpenShift ,83601,889,889,Java,497,3146,201,-1,-1,-1
wso2_orbit,https://github.com/wso2/orbit,,3518,3,3,Java,212,1548,254,-1,-1,-1
organ-my_vc,https://github.com/organ-my/vc,,21732,1,1,Java,2,1904,21,-1,-1,-1
joshiakshay91_calendarApp,https://github.com/joshiakshay91/calendarApp,Simple HTML app that renders events from a javascript file in calendar view format,67,1,1,JavaScript,0,743,2,-1,-1,-1
AudacySpace_quindar-ux,https://github.com/AudacySpace/quindar-ux,The Quindar frontend application source. Use this repository if you want to contribute to developing the Quindar GUI.,63200,4,4,JavaScript,3,1308,16,-1,-1,-1
aidancrowther_COMP3004-Scrummy,https://github.com/aidancrowther/COMP3004-Scrummy,,1571,0,0,Java,0,598,10,-1,-1,-1
dkoslicki_NCATS,https://github.com/dkoslicki/NCATS,,54056,1,1,Python,0,794,15,-1,-1,-1
edgardavtyan_material-player,https://github.com/edgardavtyan/material-player,Audio player for android with material design,11445,3,3,Java,2,1901,1,-1,-1,-1
rsksmart_rskj,https://github.com/rsksmart/rskj,RSKj is a Java implementation of the RSK protocol.,67739,569,569,Java,141,5784,72,-1,-1,-1
lblod_frontend-gelinkt-notuleren,https://github.com/lblod/frontend-gelinkt-notuleren,Ember frontend of the Gelinkt Notuleren application,1174,0,0,JavaScript,0,1133,7,-1,-1,-1
TrustyJAID_Trusty-cogs-archive,https://github.com/TrustyJAID/Trusty-cogs-archive,"A variety of utility cogs and fun cogs including Hockey information from the NHL, badge creation from discord user information, starboard for use on Redbot, twitch follow notifications and more.",170514,14,14,Python,19,3173,9,-1,-1,-1
obonaventure_cnp3,https://github.com/obonaventure/cnp3,"Computer Networking : Principles, Protocols and Practice",405622,450,450,Python,93,879,59,-1,-1,-1
structr_structr,https://github.com/structr/structr,The World's Most Advanced Graph Application Platform,284682,555,555,Java,129,11822,58,-1,-1,-1
box_mojito,https://github.com/box/mojito,An automation platform that enables continuous localization.,14805,181,181,Java,33,1808,39,-1,-1,-1
quasarframework_quasar-cli,https://github.com/quasarframework/quasar-cli,"[DEPRECATED, <= 0.17) Quasar Framework - CLI",1816,192,192,JavaScript,62,871,46,-1,-1,-1
hazel97_Jmetal,https://github.com/hazel97/Jmetal,,23901,0,0,Java,0,2546,49,-1,-1,-1
CloudSlang_score,https://github.com/CloudSlang/score,CloudSlang Orchestration Engine,24586,75,75,Java,40,2332,93,-1,-1,-1
CloudVE_cloudbridge,https://github.com/CloudVE/cloudbridge,A consistent interface to multiple IaaS clouds; in Python.,16125,47,47,Python,30,2349,43,-1,-1,-1
CoFH_ThermalDynamics,https://github.com/CoFH/ThermalDynamics,,3027,47,47,Java,31,948,27,-1,-1,-1
q474818917_Guns,https://github.com/q474818917/Guns,,9040,0,0,Java,0,741,30,-1,-1,-1
RADAR-base_radar-android-phone,https://github.com/RADAR-base/radar-android-phone,Basic phone sensor plugin for RADAR passive remote monitoring app,2694,3,3,Java,2,548,12,-1,-1,-1
StefanBruens_libsigrokdecode,https://github.com/StefanBruens/libsigrokdecode,Preparation repository for upstream submissions,2173,0,0,Python,0,1625,86,-1,-1,-1
guildai_guildai,https://github.com/guildai/guildai,Open source experiment tracking and optimization for machine learning,6195,148,148,Python,9,3082,3,-1,-1,-1
kunquat_kunquat,https://github.com/kunquat/kunquat,Kunquat is a music sequencer similar to tracker programs.,25108,19,19,Python,6,7068,13,-1,-1,-1
RolfKocherhans_autopkg-recipes,https://github.com/RolfKocherhans/autopkg-recipes,A bunch of AutoPkg recipes!,338,0,0,Python,1,571,2,-1,-1,-1
liferay_liferay-faces-bridge-api,https://github.com/liferay/liferay-faces-bridge-api,,1928,2,2,Java,9,682,7,-1,-1,-1
yangyang200_yc-vaultmc,https://github.com/yangyang200/yc-vaultmc,The VaultCore project @ VaultMC server,3088,3,3,Java,0,515,3,-1,-1,-1
saltant-org_saltant,https://github.com/saltant-org/saltant,"Web app for running distributed, containerized, and mutable tasks",691,2,2,Python,4,765,3,-1,-1,-1
sosy-lab_java-common-lib,https://github.com/sosy-lab/java-common-lib,SoSy-Lab Java Common Library,1986,6,6,Java,9,1787,42,-1,-1,-1
nhsuk_profiles,https://github.com/nhsuk/profiles,DEPRECATED - no longer actively maintained,1155,1,1,JavaScript,1,989,20,-1,-1,-1
egor5q_FabricaManagers,https://github.com/egor5q/FabricaManagers,,1189,0,0,Python,0,1376,5,-1,-1,-1
progedu_intro-curriculum-3019,https://github.com/progedu/intro-curriculum-3019,入門コースの3章19節の練習 (ISC License),0,0,0,JavaScript,507,831,717,-1,-1,-1
jahia-qa_selenium226-71,https://github.com/jahia-qa/selenium226-71,,681,0,0,Java,0,6344,4,-1,-1,-1
sparksuite_simplemde-markdown-editor,https://github.com/sparksuite/simplemde-markdown-editor,"A simple, beautiful, and embeddable JavaScript Markdown editor. Delightful editing for beginners and experts alike. Features built-in autosaving and spell checking.",9344,6784,6784,JavaScript,996,1001,153,-1,-1,-1
vikki0103_hackathon-1,https://github.com/vikki0103/hackathon-1,,51654,0,0,Java,0,721,44,-1,-1,-1
Azure_meta-azure-service-broker,https://github.com/Azure/meta-azure-service-broker,A service broker to manage multiple Azure services in Cloud Foundry,1071,33,33,JavaScript,42,733,38,-1,-1,-1
apache_cordova-plugin-media,https://github.com/apache/cordova-plugin-media,Apache Cordova Plugin media,785,301,301,JavaScript,632,968,187,-1,-1,-1
jettmarks_clueRide-angular,https://github.com/jettmarks/clueRide-angular,Angular-based implementation of ClueRide application,13062,1,1,Java,0,844,2,-1,-1,-1
tangrams_tangram,https://github.com/tangrams/tangram,WebGL map rendering engine for creative cartography,136898,1428,1428,JavaScript,235,5509,38,-1,-1,-1
MarcusWolschon_osmeditor4android,https://github.com/MarcusWolschon/osmeditor4android,Vespucci is a OpenStreetMap editor for Android,100253,141,141,Java,40,5035,45,-1,-1,-1
Jorggio_OWASP-Juice-shop,https://github.com/Jorggio/OWASP-Juice-shop,,86805,0,0,JavaScript,0,6998,63,-1,-1,-1
yldio_joyent-portal,https://github.com/yldio/joyent-portal,,50219,44,44,JavaScript,5,3071,29,-1,-1,-1
SebKuzminsky_pycam,https://github.com/SebKuzminsky/pycam,,47318,161,161,Python,47,2323,21,-1,-1,-1
cocoflan_chatterbot,https://github.com/cocoflan/chatterbot,,3230,0,0,Python,0,1580,92,-1,-1,-1
zeit_next-site,https://github.com/zeit/next-site,The official website for Next.js,260010,334,334,JavaScript,112,1421,104,-1,-1,-1
xiaoxing1120_JCSprout,https://github.com/xiaoxing1120/JCSprout,,636,0,0,Java,0,547,19,-1,-1,-1
RMArchiv_rmarchiv,https://github.com/RMArchiv/rmarchiv,rmarchiv Website Script,38788,4,4,JavaScript,4,1467,12,-1,-1,-1
Scout24_showcar-ui,https://github.com/Scout24/showcar-ui,,22634,2,2,JavaScript,10,5031,74,-1,-1,-1
react-component_table,https://github.com/react-component/table,React Table,14030,505,505,JavaScript,261,1149,111,-1,-1,-1
joyent_java-manta,https://github.com/joyent/java-manta,Java Manta Client SDK,19852,15,15,Java,22,2385,38,-1,-1,-1
chentengkui_hexo,https://github.com/chentengkui/hexo,,4700,0,0,JavaScript,0,2661,166,-1,-1,-1
trailofbits_mcsema,https://github.com/trailofbits/mcsema,"Framework for lifting x86, amd64, and aarch64 program binaries to LLVM bitcode",160902,1417,1417,Python,207,2552,86,-1,-1,-1
ntmoore_electronics,https://github.com/ntmoore/electronics,,5127,0,0,Python,0,1691,169,-1,-1,-1
amwei_mybatis-enhancer,https://github.com/amwei/mybatis-enhancer,,28741,1,1,Java,1,2822,151,-1,-1,-1
sciencemine_digital-signage,https://github.com/sciencemine/digital-signage,,686079,3,3,JavaScript,0,706,19,-1,-1,-1
AbdullahiAli_MKI46BCI,https://github.com/AbdullahiAli/MKI46BCI,,211955,0,0,Java,2,2048,26,-1,-1,-1
nkadiri09_Design-Patterns,https://github.com/nkadiri09/Design-Patterns,,14488,0,0,Java,0,2359,144,-1,-1,-1
BaPSF_bapsflib,https://github.com/BaPSF/bapsflib,A Python Toolkit for BaPSF,27913,8,8,Python,3,2120,6,-1,-1,-1
saalfeldlab_render,https://github.com/saalfeldlab/render,Render transformed image tiles,166129,17,17,Java,26,1415,19,-1,-1,-1
singnet_snet-cli,https://github.com/singnet/snet-cli,SingularityNET CLI for interacting with SNET blockchain contracts and deployed services.,827,46,46,Python,24,605,29,-1,-1,-1
sinnerschrader_SkillWill,https://github.com/sinnerschrader/SkillWill,Skills Management @ SinnerSchrader,5503,15,15,Java,1,697,23,-1,-1,-1
jeetsukumaran_DendroPy,https://github.com/jeetsukumaran/DendroPy,"A Python library for phylogenetic scripting, simulation, data processing and manipulation.",52869,134,134,Python,43,4526,36,-1,-1,-1
votinginfoproject_Metis,https://github.com/votinginfoproject/Metis,A continuous deployment environment for election data,18152,13,13,JavaScript,7,2261,39,-1,-1,-1
ajaxorg_ace,https://github.com/ajaxorg/ace,Ace (Ajax.org Cloud9 Editor),38676,20040,20040,JavaScript,4400,10077,726,-1,-1,-1
artefactual_archivematica,https://github.com/artefactual/archivematica,"Free and open-source digital preservation system designed to maintain standards-based, long-term access to collections of digital objects.",35618,179,179,Python,68,6140,86,-1,-1,-1
carolkng_django-gcp,https://github.com/carolkng/django-gcp,,23871,0,0,Python,0,2035,243,-1,-1,-1
oceanprotocol_mantaray,https://github.com/oceanprotocol/mantaray,Data science use cases,1840,16,16,Python,1,535,6,-1,-1,-1
dantehemerson_dantecalderon.dev,https://github.com/dantehemerson/dantecalderon.dev,:computer: :heart: My personal website.,20354,13,13,JavaScript,8,0,0,-1,-1,-1
MechanicalSoup_MechanicalSoup,https://github.com/MechanicalSoup/MechanicalSoup,A Python library for automating interaction with websites.,541,3269,3269,Python,280,808,57,-1,-1,-1
zotero_web-library,https://github.com/zotero/web-library,,17151,36,36,JavaScript,13,1978,7,-1,-1,-1
Joyoalappat_AI-projects,https://github.com/Joyoalappat/AI-projects,A.i and neural network projects ,13529,0,0,Python,0,808,9,-1,-1,-1
CMSgov_bluebutton-web-server,https://github.com/CMSgov/bluebutton-web-server,Blue Button API,64323,16,16,Python,18,4494,23,-1,-1,-1
RestComm_jss7,https://github.com/RestComm/jss7, RestComm Java SS7 Stack and Services,41032,94,94,Java,132,4134,225,-1,-1,-1
digitallinguistics_app,https://github.com/digitallinguistics/app,The Lotus web app for managing linguistic data,678,1,1,JavaScript,1,563,3,-1,-1,-1
pyflyby_pyflyby,https://github.com/pyflyby/pyflyby,,1445,21,21,Python,11,688,11,-1,-1,-1
mesfind_2018-09-03-DC-Wollo,https://github.com/mesfind/2018-09-03-DC-Wollo,,1811,0,0,Python,1,1278,107,-1,-1,-1
taskcluster_taskcluster-auth,https://github.com/taskcluster/taskcluster-auth,Authentication and authorization manager for taskcluster,11824,3,3,JavaScript,24,793,29,-1,-1,-1
tiptoppress_category-posts-widget,https://github.com/tiptoppress/category-posts-widget,Adds a widget that shows the most recent posts from a single category.,2416,7,7,JavaScript,21,959,33,-1,-1,-1
LambdaSchool_mongo-bears,https://github.com/LambdaSchool/mongo-bears,A mini project designed for you to get your feet wet with MongoDB and Mongoose,63,1,1,JavaScript,307,556,197,-1,-1,-1
gcbl_clinica,https://github.com/gcbl/clinica,,3210,0,0,Java,0,961,7,-1,-1,-1
googleapis_google-auth-library-python,https://github.com/googleapis/google-auth-library-python,Google Auth Python Library,504,239,239,Python,106,698,72,-1,-1,-1
zim-desktop-wiki_zim-desktop-wiki,https://github.com/zim-desktop-wiki/zim-desktop-wiki,Main repository of the zim desktop wiki project,66565,689,689,Python,158,2272,124,-1,-1,-1
theNewDynamic_minjinlee.com,https://github.com/theNewDynamic/minjinlee.com,,28058,1,1,JavaScript,0,2073,8,-1,-1,-1
clarin-eric_VLO,https://github.com/clarin-eric/VLO,Virtual Language Observatory,14158,7,7,Java,3,3894,35,-1,-1,-1
nuxt_nuxt.js,https://github.com/nuxt/nuxt.js,The Vue.js Framework,20146,21193,21193,JavaScript,1813,9378,441,-1,-1,-1
jpellman_2018-10-11-columbia,https://github.com/jpellman/2018-10-11-columbia,,2965,0,0,Python,0,1333,143,-1,-1,-1
ibcom_1blankspace,https://github.com/ibcom/1blankspace,All 1blankspace files,42899,4,4,JavaScript,1,2093,6,-1,-1,-1
ember-cli_broccoli-lint-eslint,https://github.com/ember-cli/broccoli-lint-eslint,Integrates JavaScript linting with ESLint as part of your Broccoli build pipeline.,617,8,8,JavaScript,28,537,45,-1,-1,-1
Light0617_uiui,https://github.com/Light0617/uiui,uiui,13040,0,0,JavaScript,0,1825,64,-1,-1,-1
stamkracht_waaroverheid,https://github.com/stamkracht/waaroverheid,WaarOverheid,22807,1,1,JavaScript,0,861,6,-1,-1,-1
hack4code_BlogSpider,https://github.com/hack4code/BlogSpider,spiders crawl blogs (rss | atom | blog),2730,4,4,Python,1,914,5,-1,-1,-1
calmjs_calmjs,https://github.com/calmjs/calmjs,A Python framework for building toolchains and utilities for working with the JavaScript/Node.js ecosystem from within a Python environment.,916,24,24,Python,3,651,2,-1,-1,-1
libccy_noname,https://github.com/libccy/noname,,360488,169,169,JavaScript,64,2307,11,-1,-1,-1
ButtPirate_autotest-vsrf-complaints,https://github.com/ButtPirate/autotest-vsrf-complaints,"Автотест для модуля ""Жалобы"" на проекте для ВСРФ",18169,0,0,Java,0,591,6,-1,-1,-1
chpladmin_chpl-website,https://github.com/chpladmin/chpl-website,The web UI for chpl,11950,1,1,JavaScript,7,3663,20,-1,-1,-1
tsherif_picogl.js,https://github.com/tsherif/picogl.js,A minimal WebGL 2 rendering library,12133,498,498,JavaScript,43,674,11,-1,-1,-1
raspberrypilearning_rock-paper-scissors,https://github.com/raspberrypilearning/rock-paper-scissors,,9897,0,0,Python,2,1937,9,-1,-1,-1
pyreact0923_Python-Flask,https://github.com/pyreact0923/Python-Flask,,6078,0,0,Python,0,0,0,-1,-1,-1
foxdonut_meiosis,https://github.com/foxdonut/meiosis,meiosis,22492,324,324,JavaScript,15,842,9,-1,-1,-1
aarsakian_blog,https://github.com/aarsakian/blog,my blog on Google App Engine,3697,0,0,JavaScript,0,914,5,-1,-1,-1
DataBiosphere_cgp-dashboard-service,https://github.com/DataBiosphere/cgp-dashboard-service,A web API for powering the dcc-dashboard,9755,2,2,Python,4,619,35,-1,-1,-1
PhenTse_multi-v2ray,https://github.com/PhenTse/multi-v2ray,,2288,0,0,Python,0,705,15,-1,-1,-1
nonconventional_dice-roller,https://github.com/nonconventional/dice-roller,Roll the dice!!!!,2943,0,0,JavaScript,0,1537,6,-1,-1,-1
asksven_BetterBatteryStats,https://github.com/asksven/BetterBatteryStats,An attempt to provide advanced battery stats for Android,54586,384,384,Java,144,2429,72,-1,-1,-1
QuickBlox_q-municate-android,https://github.com/QuickBlox/q-municate-android,Qmunicate Android chat application,200000,242,242,Java,199,2498,38,-1,-1,-1
mbmccoy_python-docs-samples,https://github.com/mbmccoy/python-docs-samples,Fork of google's python-docs-samples,26574,0,0,Python,1,2087,253,-1,-1,-1
Neovici_cosmoz-omnitable,https://github.com/Neovici/cosmoz-omnitable,The Cosmoz Omnitable.,5731,3,3,JavaScript,4,1254,28,-1,-1,-1
camunda_camunda-bpm-webapp,https://github.com/camunda/camunda-bpm-webapp,"camunda BPM Webapplication: Tasklist, Operations, Monitoring and Administration ",11117,72,72,JavaScript,102,4232,66,-1,-1,-1
BlakeB254_styled-components,https://github.com/BlakeB254/styled-components,,6410,0,0,JavaScript,0,2997,304,-1,-1,-1
bda-19fs_bda-chatbot,https://github.com/bda-19fs/bda-chatbot,Contains the implementation of our bda chatbot project,1037909,1,1,Python,0,560,6,-1,-1,-1
flamingchickens1540_pandora-titan-2018,https://github.com/flamingchickens1540/pandora-titan-2018,,7030,0,0,Java,0,762,10,-1,-1,-1
pentaho_apache-vfs-browser,https://github.com/pentaho/apache-vfs-browser,Browser for Apache VFS,11128,1,1,Java,52,517,67,-1,-1,-1
groovy_GMavenPlus,https://github.com/groovy/GMavenPlus,"A rewrite of GMaven, a Maven plugin for Groovy",9766,178,178,Java,21,1014,7,-1,-1,-1
constellators_constellate,https://github.com/constellators/constellate,[WIP] A toolchain to rapidly create and deploy Node applications.,6113,9,9,JavaScript,2,641,2,-1,-1,-1
oracle_graal,https://github.com/oracle/graal,GraalVM: Run Programs Faster Anywhere :rocket:,719220,9644,9644,Java,615,41218,295,-1,-1,-1
darrenlu666_app-andriod,https://github.com/darrenlu666/app-andriod,,61299,0,0,Java,0,916,9,-1,-1,-1
datasnakes_OrthoEvolution,https://github.com/datasnakes/OrthoEvolution,An easy to use and comprehensive python package which aids in the analysis and visualization of orthologous genes.,42626,22,22,Python,2,2307,24,-1,-1,-1
syncloud_platform,https://github.com/syncloud/platform,Run popular services on your device with one click,4007,146,146,Python,17,2742,7,-1,-1,-1
anneglaser_2018-12-12-ttt-practice,https://github.com/anneglaser/2018-12-12-ttt-practice,,3041,0,0,Python,0,1442,153,-1,-1,-1
OfficeDev_script-lab-2017,https://github.com/OfficeDev/script-lab-2017,[Archived.  This is an older version that's no longer maintained.  See https://github.com/officedev/script-lab instead],44120,232,232,JavaScript,66,2614,55,-1,-1,-1
Jorch72_Chisels-and-Bits,https://github.com/Jorch72/Chisels-and-Bits,,11638,0,0,Java,0,901,17,-1,-1,-1
xueyaohuang_RoadToCodeFarmer,https://github.com/xueyaohuang/RoadToCodeFarmer,,5000,2,2,Java,2,1668,4,-1,-1,-1
feklee_san,https://github.com/feklee/san,Self aware network,104261,4,4,JavaScript,1,856,2,-1,-1,-1
MetaMask_web3-provider-engine,https://github.com/MetaMask/web3-provider-engine,A JavaScript library for composing Ethereum provider objects using middleware modules.,3373,371,371,JavaScript,209,931,85,-1,-1,-1
ibisTime_bh-mall,https://github.com/ibisTime/bh-mall,,40981,0,0,Java,1,1196,20,-1,-1,-1
mbarre_schemacrawler-additional-lints,https://github.com/mbarre/schemacrawler-additional-lints,Some additionnal lints for Schemacrawler,2969,8,8,Java,8,731,20,-1,-1,-1
popkit_pelpa,https://github.com/popkit/pelpa,elpa popkit mirror in china building in java.国内emacs包安装源,5008,0,0,Java,0,1216,4,-1,-1,-1
chumanoid_knowage,https://github.com/chumanoid/knowage,Knowage для тестов,251850,0,0,JavaScript,0,12825,63,-1,-1,-1
rfhk_awo-custom,https://github.com/rfhk/awo-custom,,4505,0,0,Python,6,1395,9,-1,-1,-1
ambikabohra_cmpe202-intelligame-xfer,https://github.com/ambikabohra/cmpe202-intelligame-xfer,,32091,0,0,Java,3,577,11,-1,-1,-1
ram-on_SkyTube,https://github.com/ram-on/SkyTube,An open-source YouTube app for Android.,18994,577,577,Java,200,1765,83,-1,-1,-1
emfcamp_Mk4-Apps,https://github.com/emfcamp/Mk4-Apps,Apps to download and run on the Mk4 badge,2120,49,49,Python,122,526,87,-1,-1,-1
yeastgenome_SGDFrontend,https://github.com/yeastgenome/SGDFrontend,Front-end code for SGD,108891,6,6,JavaScript,3,7627,37,-1,-1,-1
pytest-dev_pytest-cov,https://github.com/pytest-dev/pytest-cov,Coverage plugin for pytest.,677,569,569,Python,109,847,77,-1,-1,-1
nimzco_confs.tech,https://github.com/nimzco/confs.tech,List of tech conferences: JavaScript / Design - CSS - UX / Ruby - iOS - Android,5309,1,1,JavaScript,1,633,26,-1,-1,-1
FundacionParaguaya_ps-advisor-app,https://github.com/FundacionParaguaya/ps-advisor-app,Deprecated ⛔️ Android application for social workers applying the Poverty Stoplight. ,3383,1,1,Java,0,1546,11,-1,-1,-1
jindrapetrik_jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,JPEXS Free Flash Decompiler,112884,1651,1651,Java,322,4783,42,-1,-1,-1
sam-310879_gprMAx,https://github.com/sam-310879/gprMAx,,47487,0,0,Python,0,1671,20,-1,-1,-1
flyve-mdm_android-inventory-agent,https://github.com/flyve-mdm/android-inventory-agent,Flyve MDM Inventory Agent,11531,34,34,Java,20,2110,28,-1,-1,-1
Shopify_buy-button-js,https://github.com/Shopify/buy-button-js,BuyButton.js is a highly customizable UI library for adding ecommerce functionality to any website.,2288,101,101,JavaScript,43,2211,47,-1,-1,-1
attikis_HiggsAnalysis,https://github.com/attikis/HiggsAnalysis,,109529,1,1,Python,3,14286,151,-1,-1,-1
collective_collective.cover,https://github.com/collective/collective.cover,"A sane, working, editor-friendly way of creating front pages and other composite pages. Working now, for mere mortals.",7546,44,44,Python,56,3585,96,-1,-1,-1
googleads_googleads-mobile-android-mediation,https://github.com/googleads/googleads-mobile-android-mediation,Sample Android project showcasing how to build a mediation adapter or custom event for the Google Mobile Ads SDK.,2780,87,87,Java,79,657,79,-1,-1,-1
opencomponents_oc,https://github.com/opencomponents/oc,"OpenComponents, serverless in the front-end world for painless micro-frontends delivery",4708,690,690,JavaScript,83,3519,86,-1,-1,-1
slacmshankar_epicsarchiverap,https://github.com/slacmshankar/epicsarchiverap,This is an implementation of an archiver for EPICS control systems that aims to archive millions of PVs. ,76587,11,11,Java,18,584,20,-1,-1,-1
intel_fMBT,https://github.com/intel/fMBT,Free Model Based tool,9455,86,86,Python,46,3433,37,-1,-1,-1
OraOpenSource_apex-nitro,https://github.com/OraOpenSource/apex-nitro,Your essential APEX companion,19835,96,96,JavaScript,21,504,16,-1,-1,-1
tl-its-umich-edu_my-learning-analytics,https://github.com/tl-its-umich-edu/my-learning-analytics,My Learning Analytics Project,973,8,8,Python,15,1017,22,-1,-1,-1
B3Partners_b3p-gt2-modules,https://github.com/B3Partners/b3p-gt2-modules,B3P GeoTools adapter modules,1948,0,0,Java,0,539,14,-1,-1,-1
henghengxqc_marbles-20180815015648210,https://github.com/henghengxqc/marbles-20180815015648210,Created for toolchain: https://console.ng.bluemix.net/devops/toolchains/a83e8839-4bf1-464b-9fdf-ad4a5c864aab?env_id=ibm%3Ayp%3Aus-south,44004,0,0,JavaScript,0,1180,40,-1,-1,-1
