name,url,description,size,stars,watchers,language,forks,commits,authors,lines_of_code,lines_of_comments,lines_blank
Nukkit_Nukkit,https://github.com/Nukkit/Nukkit,Nukkit is a Nuclear-Powered Server Software For Minecraft: Pocket Edition,10659,724,724,Java,311,5683,265,-1,-1,-1
shopizer-ecommerce_shopizer,https://github.com/shopizer-ecommerce/shopizer,Shopizer java e-commerce software,301345,1323,1323,Java,1225,910,73,-1,-1,-1
schemacrawler_SchemaCrawler,https://github.com/schemacrawler/SchemaCrawler,Free database schema discovery and comprehension tool,66937,753,753,Java,112,11936,26,-1,-1,-1
selendroid_selendroid,https://github.com/selendroid/selendroid,"""Selenium for Android"" (Test automate native or hybrid Android apps and the mobile web with Selendroid.) Join us on IRC #selendroid on freenode. Also confirm you have signed the CLA http://goo.gl/pAvxEI when making a Pull Request.",15720,766,766,Java,444,1540,148,-1,-1,-1
apache_maven-plugins,https://github.com/apache/maven-plugins,Mirror of Apache Maven plugins,55493,228,228,Java,279,56646,257,-1,-1,-1
tlaplus_tlaplus,https://github.com/tlaplus/tlaplus,TLC is an explicit state model checker for specifications written in TLA+. The TLA+Toolbox is an IDE for TLA+.   ,112721,880,880,Java,69,7011,53,-1,-1,-1
foobnix_LibreraReader,https://github.com/foobnix/LibreraReader,All format eBook Reader for Android [Librera 8.1.170 RC1],204683,145,145,Java,52,2889,19,-1,-1,-1
abel533_Mapper,https://github.com/abel533/Mapper,Mybatis Common Mapper - Easy to use,1801,4160,4160,Java,1087,887,70,-1,-1,-1
yegor256_takes,https://github.com/yegor256/takes,True Object-Oriented Java Web Framework,30749,561,561,Java,165,3311,146,-1,-1,-1
apache_rocketmq-externals,https://github.com/apache/rocketmq-externals,Mirror of Apache RocketMQ (Incubating),12505,1844,1844,Java,1259,1266,174,-1,-1,-1
javaserverfaces_mojarra,https://github.com/javaserverfaces/mojarra,Mojarra - Oracle's implementation of the JavaServer Faces specification ,149574,150,150,Java,46,16690,66,-1,-1,-1
rhq-project_rhq,https://github.com/rhq-project/rhq,RHQ system management and monitoring framework,138168,144,144,Java,83,28622,166,-1,-1,-1
jhalterman_failsafe,https://github.com/jhalterman/failsafe,Failure handling and resilience patterns for the JVM,2318,2898,2898,Java,220,552,43,-1,-1,-1
eclipse_eclipse.jdt.core,https://github.com/eclipse/eclipse.jdt.core,JDT/Core project repository (eclipse.jdt.core),128256,157,157,Java,106,34924,205,-1,-1,-1
twitter_commons,https://github.com/twitter/commons,Twitter common libraries for python and the JVM,115522,1791,1791,Java,498,2678,232,-1,-1,-1
mpetazzoni_ttorrent,https://github.com/mpetazzoni/ttorrent,BitTorrent Java library with tracker and download client,6822,1082,1082,Java,447,1460,97,-1,-1,-1
esig_dss,https://github.com/esig/dss,"Digital Signature Service : creation, extension and validation of advanced electronic signatures",114277,253,253,Java,167,3185,114,-1,-1,-1
google_data-transfer-project,https://github.com/google/data-transfer-project,"The Data Transfer Project makes it easy for people to transfer their data between online service providers. We are establishing a common framework, including data models and protocols, to enable direct transfer of data both into and out of participating online service providers.",9230,2326,2326,Java,191,3021,46,-1,-1,-1
pac4j_play-pac4j,https://github.com/pac4j/play-pac4j,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",951,345,345,Java,90,849,63,-1,-1,-1
cbeust_testng-eclipse,https://github.com/cbeust/testng-eclipse,Eclipse plug-in for TestNG,64433,128,128,Java,124,1154,55,-1,-1,-1
rovo89_XposedInstaller,https://github.com/rovo89/XposedInstaller,,18977,2669,2669,Java,1174,1881,193,-1,-1,-1
TakWolf_CNode-Material-Design,https://github.com/TakWolf/CNode-Material-Design,CNode 社区第三方 Android 客户端，原生 App，Material Design 风格，支持夜间模式。,18627,1301,1301,Java,361,1458,1,-1,-1,-1
rampatra_Algorithms-and-Data-Structures-in-Java,https://github.com/rampatra/Algorithms-and-Data-Structures-in-Java,Algorithms and Data Structures in Java,754,311,311,Java,110,613,7,-1,-1,-1
jaeksoft_opensearchserver,https://github.com/jaeksoft/opensearchserver,Open-source Enterprise Grade Search Engine Software,515605,339,339,Java,154,6410,21,-1,-1,-1
sofastack_sofa-ark,https://github.com/sofastack/sofa-ark,SOFAArk is a light-weight，java based classloader isolation framework.,17272,646,646,Java,259,658,21,-1,-1,-1
puppetlabs_europa,https://github.com/puppetlabs/europa,Puppet Container Registry,3549,116,116,Java,16,993,24,-1,-1,-1
undera_jmeter-plugins,https://github.com/undera/jmeter-plugins,JMeter Plugins,22338,360,360,Java,292,3829,139,-1,-1,-1
graphql-java_graphql-java,https://github.com/graphql-java/graphql-java,GraphQL Java implementation,5621,3473,3473,Java,610,3942,269,-1,-1,-1
Telegram-FOSS-Team_Telegram-FOSS,https://github.com/Telegram-FOSS-Team/Telegram-FOSS,"Unofficial, FOSS-friendly fork of the original Telegram client for Android",172260,596,596,Java,114,1121,49,-1,-1,-1
codenameone_CodenameOne,https://github.com/codenameone/CodenameOne,"Write once run anywhere native mobile apps using with Java 8 or Kotlin. Supports iOS (iPhone/iPad), Android, Windows (UWP) & others",213844,873,873,Java,239,6315,60,-1,-1,-1
proxyee-down-org_proxyee-down,https://github.com/proxyee-down-org/proxyee-down,http下载工具，基于http代理，支持多连接分块下载,26846,24544,24544,Java,4453,540,33,-1,-1,-1
microsoft_azure-spring-boot,https://github.com/microsoft/azure-spring-boot,Spring Boot Starters for Azure services,3068,208,208,Java,297,1717,80,-1,-1,-1
twitter_GraphJet,https://github.com/twitter/GraphJet,GraphJet is a real-time graph processing library.,851,463,463,Java,54,654,25,-1,-1,-1
TIBCOSoftware_jasperreports,https://github.com/TIBCOSoftware/jasperreports,JasperReports® - Free Java Reporting Library,205840,340,340,Java,136,15842,63,-1,-1,-1
census-instrumentation_opencensus-java,https://github.com/census-instrumentation/opencensus-java,A stats collection and distributed tracing framework,7241,568,568,Java,141,5118,86,-1,-1,-1
gama-platform_gama,https://github.com/gama-platform/gama,Core plug-in projects of the GAMA platform,895756,117,117,Java,51,10652,141,-1,-1,-1
MenoData_Time4J,https://github.com/MenoData/Time4J,"Advanced date, time and interval library for Java with sun/moon-astronomy and calendars like Chinese, Coptic, Ethiopian, French Republican, Hebrew, Hijri, Historic Christian, Indian National, Japanese, Julian, Korean, Minguo, Persian, Thai, Vietnamese",14388,250,250,Java,41,4140,2,-1,-1,-1
ebean-orm_ebean,https://github.com/ebean-orm/ebean,Ebean ORM - ebean.io,19047,877,877,Java,215,4797,118,-1,-1,-1
SonarSource_sonar-php,https://github.com/SonarSource/sonar-php, :elephant: SonarPHP: PHP static analyzer for SonarQube & SonarLint,14268,207,207,Java,72,2900,96,-1,-1,-1
onlyliuxin_coding2017,https://github.com/onlyliuxin/coding2017,,32303,200,200,Java,705,6596,692,-1,-1,-1
spring-cloud_spring-cloud-commons,https://github.com/spring-cloud/spring-cloud-commons,Common classes used in different Spring Cloud implementations,11657,308,308,Java,288,4081,126,-1,-1,-1
carrot2_carrot2,https://github.com/carrot2/carrot2,Carrot2: Text Clustering Algorithms and Applications,368842,374,374,Java,155,7238,17,-1,-1,-1
zxh0_classpy,https://github.com/zxh0/classpy,GUI tool for investigating Java class files,4228,405,405,Java,114,1134,9,-1,-1,-1
mobnetic_BitcoinChecker,https://github.com/mobnetic/BitcoinChecker,DataModule for Bitcoin Checker android app,2997,305,305,Java,199,661,127,-1,-1,-1
galenframework_galen,https://github.com/galenframework/galen,Layout and functional testing framework for websites,9071,1327,1327,Java,141,2023,35,-1,-1,-1
blox_blox,https://github.com/blox/blox,Open source tools for building custom schedulers on Amazon ECS,5805,896,896,Java,81,886,46,-1,-1,-1
cgeo_cgeo,https://github.com/cgeo/cgeo,c:geo - The powerful Android geocaching app.,303581,975,975,Java,501,14282,212,-1,-1,-1
siddhi-io_siddhi,https://github.com/siddhi-io/siddhi,Stream Processing and Complex Event Processing Engine,37224,776,776,Java,371,6488,186,-1,-1,-1
FasterXML_jackson-dataformat-xml,https://github.com/FasterXML/jackson-dataformat-xml,Extension for Jackson JSON processor that adds support for serializing POJOs as XML (and deserializing from XML) as an alternative to JSON,3204,358,358,Java,125,1092,45,-1,-1,-1
speedment_speedment,https://github.com/speedment/speedment,Speedment is a Stream ORM Java Toolkit and Runtime,20653,1673,1673,Java,213,4241,40,-1,-1,-1
halo-dev_halo,https://github.com/halo-dev/halo,✍ Halo 一款现代化的个人独立博客系统,25083,6874,6874,Java,1845,1369,28,-1,-1,-1
andstatus_andstatus,https://github.com/andstatus/andstatus,Multiple accounts client for multiple Social networks. For Android ,28960,197,197,Java,62,2306,33,-1,-1,-1
cloudfoundry_cf-java-client,https://github.com/cloudfoundry/cf-java-client,Java Client Library for Cloud Foundry,59009,280,280,Java,269,5241,158,-1,-1,-1
javalite_activejdbc,https://github.com/javalite/activejdbc,ActiveJDBC is a fast and lean Java ORM,9913,670,670,Java,186,1871,100,-1,-1,-1
GregTechCE_GregTech,https://github.com/GregTechCE/GregTech,GregTech rewrite for modern versions of Minecraft,88835,123,123,Java,75,2086,93,-1,-1,-1
apache_systemml,https://github.com/apache/systemml,Mirror of Apache SystemML,210924,769,769,Java,300,10062,156,-1,-1,-1
support-project_knowledge,https://github.com/support-project/knowledge,Free Knowledge Management System,19325,519,519,Java,140,1603,32,-1,-1,-1
kohsuke_jenkins,https://github.com/kohsuke/jenkins,Jenkins Continuous Integration server,104635,994,994,Java,3,30218,899,-1,-1,-1
Treeptik_cloudunit,https://github.com/Treeptik/cloudunit,The Turnkey DevOps Platform,198951,129,129,Java,50,3378,52,-1,-1,-1
apache_ambari,https://github.com/apache/ambari,Mirror of Apache Ambari,341658,1141,1141,Java,1068,42605,499,-1,-1,-1
liquibase_liquibase,https://github.com/liquibase/liquibase,Main Liquibase Source,116636,1788,1788,Java,1089,10351,800,-1,-1,-1
nextcloud_news-android,https://github.com/nextcloud/news-android,📱:newspaper: Android client for the Nextcloud news/feed reader app,199072,416,416,Java,205,2221,46,-1,-1,-1
ram-on_SkyTube,https://github.com/ram-on/SkyTube,An open-source YouTube app for Android.,18994,577,577,Java,200,1765,83,-1,-1,-1
networknt_light-example-4j,https://github.com/networknt/light-example-4j,Example APIs or services to demo all feature of the light-4j framework,4402,110,110,Java,52,613,18,-1,-1,-1
tvrenamer_tvrenamer,https://github.com/tvrenamer/tvrenamer,A Java GUI utility to rename TV episodes from TV listings,62962,115,115,Java,19,3011,25,-1,-1,-1
yeriomin_YalpStore,https://github.com/yeriomin/YalpStore,Download apks from Google Play Store,4454,1685,1685,Java,160,1883,43,-1,-1,-1
OneBusAway_onebusaway-application-modules,https://github.com/OneBusAway/onebusaway-application-modules,The core OneBusAway application suite.,64805,155,155,Java,104,3218,64,-1,-1,-1
usdot-fhwa-stol_CARMAPlatform,https://github.com/usdot-fhwa-stol/CARMAPlatform,The newest inception of CARMA is now live on Github and open for collaborating. The CARMAPlatform is created on a robot operating system (ROS) and utilizes open source software (OSS) that enables cooperative automated driving plug-ins. ,35758,151,151,Java,25,5117,28,-1,-1,-1
prmr_JetUML,https://github.com/prmr/JetUML,A desktop application for fast UML diagramming.,4802,107,107,Java,43,1437,29,-1,-1,-1
hortonworks_streamline,https://github.com/hortonworks/streamline,StreamLine - Streaming Analytics ,69196,136,136,Java,91,9037,363,-1,-1,-1
BuildCraft_BuildCraft,https://github.com/BuildCraft/BuildCraft,BuildCraft,74818,1098,1098,Java,494,10271,410,-1,-1,-1
naturalprogrammer_spring-lemon,https://github.com/naturalprogrammer/spring-lemon,Helper library for Spring Boot web applications,1235,348,348,Java,110,511,5,-1,-1,-1
MyCollab_mycollab,https://github.com/MyCollab/mycollab,"An open source, free, high performance, stable and secure Java Application Business Platform of Project Management and Document",269828,918,918,Java,472,887,14,-1,-1,-1
apache_drill,https://github.com/apache/drill,Apache Drill,78031,1227,1227,Java,746,9783,379,-1,-1,-1
exoplatform_platform,https://github.com/exoplatform/platform,eXo Platform,325449,105,105,Java,130,15084,348,-1,-1,-1
jlegewie_zotfile,https://github.com/jlegewie/zotfile,"Zotero plugin to manage your attachments: automatically rename, move, and attach PDFs (or other files) to Zotero items, sync PDFs from your Zotero library to your (mobile) PDF reader (e.g. an iPad, Android tablet, etc.), and extract PDF annotations.",9916,730,730,Java,108,1252,66,-1,-1,-1
google_j2cl,https://github.com/google/j2cl,Java to Closure JavaScript transpiler,35734,561,561,Java,57,2543,29,-1,-1,-1
ukanth_afwall,https://github.com/ukanth/afwall,AFWall+ (Android Firewall +) - iptables based firewall for Android ,25613,1430,1430,Java,307,1747,38,-1,-1,-1
Atmosphere_nettosphere,https://github.com/Atmosphere/nettosphere,A Java WebSocket/HTTP server based on the Atmosphere and Netty Framework,2778,305,305,Java,76,865,29,-1,-1,-1
mitcc_AlgoSolutions,https://github.com/mitcc/AlgoSolutions,":octocat:LeetCode, LintCode, Project Euler, SGU, HackerRank, Cracking the Coding Interview(ctci):palm_tree:",773,106,106,Java,68,9427,4,-1,-1,-1
SAP_vulnerability-assessment-tool,https://github.com/SAP/vulnerability-assessment-tool,"Analyses your Java and Python applications for open-source dependencies with known vulnerabilities, using both static analysis and testing to determine code context and usage for greater accuracy.  https://sap.github.io/vulnerability-assessment-tool/",38783,248,248,Java,59,722,14,-1,-1,-1
cometd_cometd,https://github.com/cometd/cometd,"The CometD project, a scalable comet (server push) implementation for web messaging.",18920,479,479,Java,192,5472,65,-1,-1,-1
spring-projects_spring-hadoop,https://github.com/spring-projects/spring-hadoop,Spring for Apache Hadoop is a framework for application developers to take advantage of the features of both Hadoop and Spring.,8070,577,577,Java,350,2450,72,-1,-1,-1
google_guava,https://github.com/google/guava,Google core libraries for Java,251505,32627,32627,Java,7298,7936,669,-1,-1,-1
Teradata_kylo,https://github.com/Teradata/kylo,"Kylo is a data lake management software platform and framework for enabling scalable enterprise-class data lakes on big data technologies such as Teradata, Apache Spark and/or  Hadoop. Kylo is licensed under Apache 2.0. Contributed by Teradata Inc.",86798,680,680,Java,320,9549,104,-1,-1,-1
tntim96_JSCover,https://github.com/tntim96/JSCover,"JSCover is a JavaScript Code Coverage Tool that measures line, branch and function coverage",15653,363,363,Java,78,1599,29,-1,-1,-1
pravega_pravega,https://github.com/pravega/pravega,Pravega - Streaming as a new software defined storage primitive,30938,759,759,Java,168,14567,147,-1,-1,-1
git-commit-id_maven-git-commit-id-plugin,https://github.com/git-commit-id/maven-git-commit-id-plugin,Maven plugin which includes build-time git repository information into an POJO / *.properties). Make your apps tell you which version exactly they were built from! Priceless in large distributed deployments... :-),2791,910,910,Java,195,1092,124,-1,-1,-1
apache_commons-collections,https://github.com/apache/commons-collections,Mirror of Apache Commons Collections,18972,363,363,Java,239,5279,129,-1,-1,-1
sparklemotion_nokogiri,https://github.com/sparklemotion/nokogiri,"Nokogiri (鋸) is a Rubygem providing HTML, XML, SAX, and Reader parsers with XPath and CSS selector support.",13514,5232,5232,Java,736,5623,317,-1,-1,-1
vavr-io_vavr,https://github.com/vavr-io/vavr,"VΛVΓ (Vavr, formerly called Javaslang) is a non-commercial, non-profit object-functional library that runs with Java 8+. It aims to reduce the lines of code and increase code quality.",18657,3286,3286,Java,390,5465,175,-1,-1,-1
spring-projects_spring-shell,https://github.com/spring-projects/spring-shell,Spring based interactive shell,6479,411,411,Java,280,757,95,-1,-1,-1
raeleus_skin-composer,https://github.com/raeleus/skin-composer,Create skins for LibGDX scene2d.ui with a graphical interface.,12866,153,153,Java,11,689,7,-1,-1,-1
googlemaps_google-maps-services-java,https://github.com/googlemaps/google-maps-services-java,Java client library for Google Maps API Web Services,5944,1171,1171,Java,743,1233,101,-1,-1,-1
jwtk_jjwt,https://github.com/jwtk/jjwt,Java JWT: JSON Web Token for Java and Android,913,5071,5071,Java,777,597,81,-1,-1,-1
mybatis_mybatis-dynamic-sql,https://github.com/mybatis/mybatis-dynamic-sql,SQL Generator for MyBatis or Spring JDBC Templates,8678,337,337,Java,87,566,11,-1,-1,-1
undertow-io_undertow,https://github.com/undertow-io/undertow,High performance non-blocking webserver,22677,2438,2438,Java,721,7791,291,-1,-1,-1
GoMint_GoMint,https://github.com/GoMint/GoMint,New fresh Minecraft bedrock Server,7708,114,114,Java,29,1735,48,-1,-1,-1
apache_commons-codec,https://github.com/apache/commons-codec,Apache Commons Codec,4359,215,215,Java,132,2437,56,-1,-1,-1
Mantaro_MantaroBot,https://github.com/Mantaro/MantaroBot,Multipurpose Discord bot made in Java using JDA.,11347,198,198,Java,126,3152,56,-1,-1,-1
WildBamaBoy_minecraft-comes-alive,https://github.com/WildBamaBoy/minecraft-comes-alive,"Replaces Minecraft's villagers with humans, who can be interacted with.",14566,102,102,Java,96,1561,36,-1,-1,-1
linkedin_parseq,https://github.com/linkedin/parseq,Asynchronous Java made easier,4330,915,915,Java,238,1052,55,-1,-1,-1
estatio_estatio,https://github.com/estatio/estatio,Estatio Open Source Estate Management built on Apache Isis,47675,174,174,Java,107,5466,23,-1,-1,-1
vaadin_flow,https://github.com/vaadin/flow,Flow is a Java framework binding Vaadin web components to Java. This is part of the Vaadin platform 10+.,128982,202,202,Java,57,32170,240,-1,-1,-1
tmobile_pacbot,https://github.com/tmobile/pacbot,PacBot (Policy as Code Bot),22308,664,664,Java,110,853,52,-1,-1,-1
uniVocity_univocity-parsers,https://github.com/uniVocity/univocity-parsers,"uniVocity-parsers is a suite of extremely fast and reliable parsers for Java. It provides a consistent interface for handling different file formats, and a solid framework for the development of new parsers.",3283,644,644,Java,176,819,24,-1,-1,-1
carlosrafaelgn_FPlayAndroid,https://github.com/carlosrafaelgn/FPlayAndroid,"Simple and straightforward Android music player, with equalizer and bass boost",13449,125,125,Java,63,865,6,-1,-1,-1
eclipse_smarthome,https://github.com/eclipse/smarthome,Eclipse SmartHome™ project,67196,841,841,Java,842,17222,434,-1,-1,-1
FreeTymeKiyan_LeetCode-Sol-Res,https://github.com/FreeTymeKiyan/LeetCode-Sol-Res,"Clean, Understandable Solutions and Resources for LeetCode Online Judge Algorithm Problems. ",5329,1395,1395,Java,637,1173,24,-1,-1,-1
camel-tooling_camel-idea-plugin,https://github.com/camel-tooling/camel-idea-plugin,Apache Camel Intellij IDEA plugin,19418,112,112,Java,30,1104,18,-1,-1,-1
jitsi_jigasi,https://github.com/jitsi/jigasi,Jigasi: a server-side application acting as a gateway to Jitsi Meet conferences. Currently allows regular SIP clients to join meetings and provides transcription capabilities.,111934,122,122,Java,73,650,35,-1,-1,-1
hibernate_hibernate-validator,https://github.com/hibernate/hibernate-validator,Hibernate Validator - Bean Validation 2.0 (JSR 380) Reference Implementation,28897,654,654,Java,390,6856,139,-1,-1,-1
square_retrofit,https://github.com/square/retrofit,"Type-safe HTTP client for Android and Java by Square, Inc.",4964,33026,33026,Java,6133,3041,458,-1,-1,-1
j-easy_easy-batch,https://github.com/j-easy/easy-batch,"The simple, stupid batch framework for Java",23802,374,374,Java,122,1818,37,-1,-1,-1
gk-brown_HTTP-RPC,https://github.com/gk-brown/HTTP-RPC,Lightweight REST for Java,51399,281,281,Java,50,1256,4,-1,-1,-1
find-sec-bugs_find-sec-bugs,https://github.com/find-sec-bugs/find-sec-bugs,"The SpotBugs plugin for security audits of Java web applications and Android applications. (Also work with Kotlin, Groovy and Scala projects)",6832,1085,1085,Java,267,1196,74,-1,-1,-1
griffon_griffon,https://github.com/griffon/griffon,Next generation desktop application development platform for the JVM,817706,243,243,Java,77,3947,43,-1,-1,-1
gchq_Gaffer,https://github.com/gchq/Gaffer,A large-scale entity and relation database supporting aggregation of properties,143242,1534,1534,Java,317,8374,74,-1,-1,-1
bwaldvogel_mongo-java-server,https://github.com/bwaldvogel/mongo-java-server,Fake implementation of MongoDB in Java that speaks the wire protocol.,2153,132,132,Java,37,709,18,-1,-1,-1
liferay_liferay-portal,https://github.com/liferay/liferay-portal,,13288292,1414,1414,Java,2359,573048,1324,-1,-1,-1
spring-projects_spring-security,https://github.com/spring-projects/spring-security,Spring Security,37213,3646,3646,Java,3208,11465,642,-1,-1,-1
spring-projects_spring-security-saml,https://github.com/spring-projects/spring-security-saml,SAML extension for the Spring Security project,7324,327,327,Java,425,1330,106,-1,-1,-1
dice-group_gerbil,https://github.com/dice-group/gerbil,GERBIL - General Entity annotatoR Benchmark ,123885,119,119,Java,41,1288,54,-1,-1,-1
geogebra_geogebra,https://github.com/geogebra/geogebra,GeoGebra trunk (testing),1771514,316,316,Java,96,49009,55,-1,-1,-1
rickfast_consul-client,https://github.com/rickfast/consul-client,Java Client for Consul HTTP API,1002,433,433,Java,190,786,140,-1,-1,-1
amaembo_streamex,https://github.com/amaembo/streamex,Enhancing Java 8 Streams,4108,1138,1138,Java,125,1260,31,-1,-1,-1
commons-app_apps-android-commons,https://github.com/commons-app/apps-android-commons,Upload pictures from Android to Wikimedia Commons. Looking for volunteers! Come say hi at https://groups.google.com/d/forum/commons-app-android and install at https://play.google.com/store/apps/details?id=fr.free.nrw.commons,263045,515,515,Java,674,8669,356,-1,-1,-1
SableCC_sablecc,https://github.com/SableCC/sablecc,SableCC,2299,110,110,Java,20,1693,16,-1,-1,-1
ORCID_ORCID-Source,https://github.com/ORCID/ORCID-Source,ORCID Open Source Project,140366,170,170,Java,65,24912,111,-1,-1,-1
DragonetMC_DragonProxy,https://github.com/DragonetMC/DragonProxy,A proxy to allow Minecraft: Bedrock clients to connect to Minecraft: Java Edition servers.,13784,542,542,Java,114,1090,67,-1,-1,-1
AlmasB_FXGL,https://github.com/AlmasB/FXGL,Java / JavaFX / Kotlin Game Library (Engine),62862,1015,1015,Java,142,3012,24,-1,-1,-1
QuickBlox_q-municate-android,https://github.com/QuickBlox/q-municate-android,Qmunicate Android chat application,200000,242,242,Java,199,2498,38,-1,-1,-1
wso2_msf4j,https://github.com/wso2/msf4j,WSO2 Microservices Framework for Java (MSF4J),33088,326,326,Java,315,2705,103,-1,-1,-1
novoda_no-player,https://github.com/novoda/no-player, Simplified Player wrapper for MediaPlayer and ExoPlayer,2859,153,153,Java,23,1515,31,-1,-1,-1
TryGhost_Ghost-Android,https://github.com/TryGhost/Ghost-Android,🤖 Ghost for Android,12401,170,170,Java,40,730,45,-1,-1,-1
mapbox_mapbox-java,https://github.com/mapbox/mapbox-java,The Mapbox Java SDK – Java wrappers around Mapbox APIs and other location data ,18755,228,228,Java,72,2091,82,-1,-1,-1
FasterXML_jackson-dataformats-binary,https://github.com/FasterXML/jackson-dataformats-binary,"Uber-project for standard Jackson binary format backends: avro, cbor, protobuf, smile",3995,146,146,Java,49,804,39,-1,-1,-1
eclipse_egit,https://github.com/eclipse/egit,Eclipse Git Team Provider (EGit) project repository (egit),57584,131,131,Java,100,19351,223,-1,-1,-1
FINRAOS_herd,https://github.com/FINRAOS/herd,Herd is a managed data lake for the cloud. The Herd unified data catalog helps separate storage from compute in the cloud. Manage petabytes of data and make it accessible for data processing and analytical purposes by any cloud compute platform. ,173657,112,112,Java,32,2666,67,-1,-1,-1
spring-cloud_spring-cloud-consul,https://github.com/spring-cloud/spring-cloud-consul,Spring Cloud Consul,74665,573,573,Java,391,2338,136,-1,-1,-1
koral--_android-gif-drawable,https://github.com/koral--/android-gif-drawable,Views and Drawable for displaying animated GIFs on Android,5742,7520,7520,Java,1564,1258,31,-1,-1,-1
spring-projects_spring-integration-samples,https://github.com/spring-projects/spring-integration-samples,"You are looking for examples, code snippets, sample applications for Spring Integration? This is the place.",12290,1627,1627,Java,2261,914,55,-1,-1,-1
hankcs_HanLP,https://github.com/hankcs/HanLP,自然语言处理 中文分词 词性标注 命名实体识别 依存句法分析 新词发现  关键词短语提取 自动摘要 文本分类聚类 拼音简繁,54509,13852,13852,Java,3953,1333,63,-1,-1,-1
AEFeinstein_mtg-familiar,https://github.com/AEFeinstein/mtg-familiar,An Android app for all things Magic: The Gathering,644542,203,203,Java,67,1770,38,-1,-1,-1
opendistro-for-elasticsearch_security,https://github.com/opendistro-for-elasticsearch/security,Open Distro for Elasticsearch Security plugin,601,225,225,Java,47,1286,40,-1,-1,-1
AriaLyy_Aria,https://github.com/AriaLyy/Aria,下载可以很简单,36528,2635,2635,Java,413,705,11,-1,-1,-1
apache_kafka,https://github.com/apache/kafka,Mirror of Apache Kafka,85353,12757,12757,Java,6843,41562,1823,-1,-1,-1
sunlet_jplugin,https://github.com/sunlet/jplugin,Server side plugin framework for java,17113,103,103,Java,42,549,5,-1,-1,-1
diffplug_spotless,https://github.com/diffplug/spotless,Keep your code spotless,30761,724,724,Java,91,1767,105,-1,-1,-1
javahongxi_whatsmars,https://github.com/javahongxi/whatsmars,Java生态研究(Spring Boot + Redis + Dubbo + RocketMQ + Elasticsearch)🔥🔥🔥🔥🔥,12192,813,813,Java,343,1141,11,-1,-1,-1
Netflix_Priam,https://github.com/Netflix/Priam,"Co-Process for backup/recovery, Token Management, and Centralized Configuration management for Cassandra.",11958,940,940,Java,263,2989,142,-1,-1,-1
mysql_mysql-connector-j,https://github.com/mysql/mysql-connector-j,MySQL Connector/J,26661,353,353,Java,262,2812,80,-1,-1,-1
TheAlgorithms_Java,https://github.com/TheAlgorithms/Java,All Algorithms implemented in Java,1486,15552,15552,Java,5720,2104,524,-1,-1,-1
jsonld-java_jsonld-java,https://github.com/jsonld-java/jsonld-java,JSON-LD implementation for Java,2475,284,284,Java,128,905,51,-1,-1,-1
cbeust_testng,https://github.com/cbeust/testng,TestNG testing framework,29550,1299,1299,Java,756,5223,309,-1,-1,-1
googleapis_cloud-bigtable-client,https://github.com/googleapis/cloud-bigtable-client,Java libraries and HBase client extensions for accessing Google Cloud Bigtable,11928,113,113,Java,124,5344,123,-1,-1,-1
hundeva_Lean-Launcher,https://github.com/hundeva/Lean-Launcher,Pixel Launcher with a few added useful options,122776,427,427,Java,86,19946,240,-1,-1,-1
datacleaner_DataCleaner,https://github.com/datacleaner/DataCleaner,The premier open source Data Quality solution,170285,262,262,Java,104,7634,84,-1,-1,-1
VocabHunter_VocabHunter,https://github.com/VocabHunter/VocabHunter,VocabHunter helps learners of foreign languages find vital new vocabulary to study.,5809,150,150,Java,48,802,6,-1,-1,-1
hs-web_hsweb-framework,https://github.com/hs-web/hsweb-framework,"hsweb (haʊs wɛb) 是一个用于快速搭建企业后台管理系统的基础项目,集成一揽子便捷功能如:便捷的通用增删改查,强大的权限管理,动态多数据源,动态表单,在线数据库维护等. 基于 spring-boot,mybaits.",30778,6283,6283,Java,2499,2331,40,-1,-1,-1
jolie_jolie,https://github.com/jolie/jolie,The Jolie Language Interpreter,122080,151,151,Java,28,4142,51,-1,-1,-1
pentaho_pentaho-platform,https://github.com/pentaho/pentaho-platform,Pentaho BA Server Core,166920,366,366,Java,645,12796,379,-1,-1,-1
caprica_vlcj,https://github.com/caprica/vlcj,Java framework for the vlc media player,86032,621,621,Java,222,2848,17,-1,-1,-1
meganz_android,https://github.com/meganz/android,MEGA Android App,78575,419,419,Java,164,6815,40,-1,-1,-1
sinkillerj_ProjectE,https://github.com/sinkillerj/ProjectE,ProjectE. A complete rewrite of EE2 for modern Minecraft versions.,9321,232,232,Java,153,2756,124,-1,-1,-1
jersey_jersey,https://github.com/jersey/jersey,This is no longer the active Jersey repository. Please see the README.md,38964,2894,2894,Java,2538,8715,393,-1,-1,-1
deeplearning4j_dl4j-examples,https://github.com/deeplearning4j/dl4j-examples,"Deeplearning4j Examples (DL4J, DL4J Spark, DataVec)",352791,1642,1642,Java,1548,2348,191,-1,-1,-1
terrier-org_terrier-core,https://github.com/terrier-org/terrier-core,Terrier IR Platform,5888,106,106,Java,26,1006,14,-1,-1,-1
ferstl_depgraph-maven-plugin,https://github.com/ferstl/depgraph-maven-plugin,"A Maven plugin that generates dependency graphs in various formats (DOT, GML, PlantUML, JSON and Text)",3045,176,176,Java,30,1039,10,-1,-1,-1
